paso,x,y,radio,f_net,gap,freno
0,0.7999986649055901,0.0008999999988916,0.8,1.3350944099115685,0.0008268077645987,1.231519016041104e-06
10,0.7999118838667801,0.0098996694839258,0.799977195103306,1.3351560763627768,0.0008269961305474,1.2321234712342115e-06
20,0.7996915970244384,0.0188976865626643,0.7999221335994994,1.335304983596047,0.0008274511092544,1.2335887822144405e-06
30,0.7993378156633543,0.0278925488317778,0.7998348215076583,1.3355411552859862,0.0008281730904428,1.2359178449414066e-06
40,0.798850559265532,0.0368827533489013,0.799715268380723,1.3358646289562737,0.0008291626926342,1.239115265746548e-06
50,0.7982298555336942,0.0458667964074133,0.799563487314169,1.3362754559560646,0.0008304207638151,1.2431873752823972e-06
60,0.7974757404233737,0.0548431733114144,0.7993794949578936,1.3367737014275418,0.0008319483823497,1.2481422477067986e-06
70,0.7965882581836196,0.0638103781509718,0.7991633115313254,1.3373594442644945,0.0008337468581402,1.2539897251729636e-06
80,0.79556746140635,0.0727669035777016,0.7989149608417689,1.3380327770617548,0.0008358177340329,1.2607414477158402e-06
90,0.7944134110843915,0.0817112405807575,0.798634470305997,1.3387938060553175,0.0008381627874733,1.2684108886452389e-06
100,0.793126176678248,0.0906418782633012,0.7983218709751039,1.3396426510529047,0.0008407840324073,1.2770133955764792e-06
110,0.7917058361916577,0.0995573036195295,0.7979771975626444,1.3405794453547148,0.0008436837214318,1.2865662372499496e-06
120,0.790152476255991,0.108456001312336,0.7976004884760727,1.3416043356640652,0.0008468643481932,1.297088656312525e-06
130,0.7884661922235611,0.117336453451691,0.7971917858515079,1.3427174819875924,0.0008503286500353,1.3086019282554584e-06
140,0.7866470882699155,0.1261971393738225,0.7967511355918497,1.3439190575246396,0.0008540796108964,1.3211294267261662e-06
150,0.7846952775051911,0.1350365354212904,0.7962785874082727,1.3452092485454257,0.000858120464456,1.334696695454519e-06
160,0.7826108820946187,0.1438531147240443,0.7957741948651309,1.3465882542575487,0.0008624546975321,1.3493315270583486e-06
170,0.7803940333882665,0.1526453469815664,0.7952380154282973,1.348056286660354,0.0008670860537278,1.3650640490183628e-06
180,0.7780448720601253,0.1614116982461995,0.7946701105169843,1.349613570386618,0.0008720185373292,1.3819268171379326e-06
190,0.7755635482566403,0.1701506307077726,0.7940705455590712,1.3512603425310103,0.0008772564174529,1.3999549168310485e-06
200,0.7729502217548017,0.178860602479635,0.7934393900499825,1.352996852464711,0.0008828042324431,1.4191860726093534e-06
210,0.7702050621299115,0.1875400673862242,0.7927767176151579,1.354823361635541,0.0008886667945194,1.43966076616879e-06
220,0.7673282489331547,0.1961874747522918,0.7920826060761547,1.356740143352918,0.0008948491946717,1.4614223635068508e-06
230,0.7643199718791021,0.2048012691939253,0.7913571375204279,1.358747482556892,0.0009013568078043,1.4845172515334687e-06
240,0.7611804310432878,0.2133798904115081,0.7906003983748378,1.3608456755704836,0.0009081952981248,1.50899498467169e-06
250,0.75790983707,0.2219217729847687,0.7898124794829293,1.3630350298344924,0.0009153706247784,1.5349084419792075e-06
260,0.7545084113904389,0.2304253461700795,0.7889934761860375,1.3653158636238991,0.0009228890477241,1.5623139953579188e-06
270,0.7509763864513961,0.238889033700175,0.7881434884082703,1.3676885057449248,0.0009307571338496,1.59127168945658e-06
280,0.7473140059546166,0.247311253586468,0.7872626207454214,1.370153295211778,0.0009389817633232,1.6218454339109615e-06
290,0.7435215251070125,0.2556904179241532,0.7863509825578713,1.372710580902048,0.000947570136176,1.6541032086070388e-06
300,0.7395992108819006,0.2640249327003008,0.785408688067532,1.3753607211896568,0.0009565297791126,1.6881172826953245e-06
310,0.7355473422914421,0.2723131976051495,0.7844358564588955,1.3781040835542326,0.0009658685525421,1.7239644481290534e-06
320,0.7313662106704671,0.2805536058468252,0.783432611984244,1.3809410441656982,0.0009755946578237,1.7617262685449357e-06
